존,번호,곡,근거,등급
D24,18,바버스 매드니스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,19,프ㄹi마 마테ㄹi아,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,20,초악마황제,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,21,큐리아서티 오버드라이브,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,22,소닉 붐,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,23,E.O.N,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,24,카오스 어게인,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,25,헤라클레스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,26,에렌델,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,27,머독 vs 오타다,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,28,크림슨 후드,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,29,도플갱어,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,30,아이올라이트 스카이,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,31,금혼식,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,32,배니쉬,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,33,탄탄멘,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,34,아마겟돈,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,35,슈브 니구라스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,36,다람쥐 헌 쳇바퀴에 타고파,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,37,사라반드,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,38,가장신자,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,39,HTTP,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,40,어웨이크닝,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,41,캇코이,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,42,요그 소토스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,43,히아신스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,44,어나이얼레이터 메소드,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,45,로봇 배틀,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,46,이그니스 패터스(DM Ashura 믹스),사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,47,에프 에프 에프,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,48,루시드(PIU Edit),사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,49,멘탈 라이더,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,50,테이크 아웃,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,51,소서리스 엘리제,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,52,파이널 오디션 에피소드 2-X,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 4·5·6·7·8·9 외 13 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 4~52 전체의 밀림이 없다,구간확정(미검증)
D24,58,비,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 58·59·60 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 58~60 전체의 밀림이 없다,구간확정(미검증)
D24,59,비트 오브 더 워,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 58·59·60 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 58~60 전체의 밀림이 없다,구간확정(미검증)
D24,60,베토벤 바이러스,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 58·59·60 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 58~60 전체의 밀림이 없다,구간확정(미검증)
D24,81,디스트로0ㅣ어,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,82,쵸빗 플레이버,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,83,얼라이브,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,84,익스트림 음악학원 2교시  feat. Nanahira,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,85,배틀 넘버원,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,86,호랑풍류가,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,87,페이브 가든,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,88,크로싱 델타,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,89,클럽 나이트,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,90,크로스 소울,사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D24,91,"팔랑크스 ""RS2018 edit""",사용자 확인(대부분 8/14 영상 눈판독) — D24 의 81·82·83·84·85·86 외 2 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 81~91 전체의 밀림이 없다,구간확정(미검증)
D25,5,더 라스트 리벨리온,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,6,레전더리 도미니언,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,7,이터널 유니버스,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,8,쥬핀,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,9,그로스,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,10,꼭두각시,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,11,추격,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 5·6·7 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 5~11 전체의 밀림이 없다,구간확정(미검증)
D25,21,머독 vs 오타다,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,22,니알라토텝,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,23,하트 래빗 코스터,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,24,스켑틱,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,25,퍼더,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,26,요그 소토스,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,27,아발란치,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,28,1950,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,29,이그니스 패터스(DM Ashura 믹스),사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D25,30,클리너,사용자 확인(대부분 8/14 영상 눈판독) — D25 의 21·22·23·24 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 21~30 전체의 밀림이 없다,구간확정(미검증)
D26,9,크림슨 후드,사용자 확인(대부분 8/14 영상 눈판독) — D26 의 9·10·11·12·13·15 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 9~15 전체의 밀림이 없다,구간확정(미검증)
D26,10,도플갱어,사용자 확인(대부분 8/14 영상 눈판독) — D26 의 9·10·11·12·13·15 번이 맞았다. 번호는 단조라 그 점이 맞으면 못 본 구간 9~15 전체의 밀림이 없다,구간확정(미검증)
